HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458202.86454,2018-03-25.3644964,be,1.50,15.485,12.551,0.015,36.617,0.508,V
2458203.84187,2018-03-26.3417303,be,1.33,15.518,12.567,0.015,36.052,0.493,V
2458203.84313,2018-03-26.3429901,be,1.38,15.470,12.563,0.016,36.184,0.517,V
2458203.84440,2018-03-26.3442574,be,1.40,15.496,12.557,0.015,36.407,0.501,V
2458205.88613,2018-03-28.3857854,be,1.43,15.471,12.577,0.015,35.739,0.512,V
2458205.88740,2018-03-28.3870560,be,1.41,15.531,12.572,0.015,35.906,0.488,V
2458205.88867,2018-03-28.3883320,be,1.39,15.518,12.550,0.014,36.619,0.489,V
2458206.80955,2018-03-29.3091177,be,1.51,15.308,12.560,0.017,36.291,0.593,V
2458206.81083,2018-03-29.3103923,be,1.45,15.263,12.546,0.019,36.775,0.620,V
2458206.81211,2018-03-29.3116710,be,1.56,15.316,12.527,0.018,37.397,0.598,V
2458207.84688,2018-03-30.3463415,be,1.41,15.266,12.595,0.020,35.147,0.625,V
2458207.84815,2018-03-30.3476131,be,1.45,15.371,12.541,0.017,36.936,0.567,V
2458207.84941,2018-03-30.3488753,be,1.39,15.262,12.543,0.018,36.886,0.619,V
2458210.83005,2018-04-02.3292179,be,1.50,15.173,12.532,0.020,37.267,0.674,V
2458210.83132,2018-04-02.3304870,be,1.45,15.112,12.528,0.021,37.372,0.711,V
2458211.77992,2018-04-03.2789940,be,1.95,15.127,12.571,0.022,35.932,0.704,V
2458211.78119,2018-04-03.2802621,be,1.95,15.207,12.594,0.021,35.197,0.656,V
2458211.78245,2018-04-03.2815248,be,1.97,15.177,12.596,0.021,35.129,0.672,V
2458220.92062,2018-04-12.4188146,bq,1.51,15.698,12.772,0.016,28.263,0.411,g
2458220.92184,2018-04-12.4200290,bq,1.44,15.750,12.764,0.014,28.481,0.376,g
2458220.92305,2018-04-12.4212416,bq,1.47,15.806,12.763,0.013,28.491,0.354,g
2458223.91134,2018-04-15.4092584,bq,1.51,15.963,12.776,0.012,28.159,0.306,g
2458223.91258,2018-04-15.4104912,bq,1.50,16.028,12.765,0.011,28.451,0.290,g
2458223.91380,2018-04-15.4117113,bq,1.57,15.968,12.787,0.012,27.888,0.305,g
2458228.89501,2018-04-20.3924716,bq,2.05,16.041,12.768,0.011,28.365,0.283,g
2458228.89623,2018-04-20.3936859,bq,2.07,15.921,12.749,0.012,28.868,0.318,g
2458228.89745,2018-04-20.3949087,bq,2.01,15.986,12.754,0.011,28.729,0.299,g
2458229.89204,2018-04-21.3894133,bq,1.98,15.902,12.791,0.012,27.771,0.323,g
2458229.89326,2018-04-21.3906278,bq,2.00,15.966,12.780,0.012,28.056,0.305,g
2458229.89447,2018-04-21.3918444,bq,2.00,15.928,12.797,0.012,27.633,0.315,g
2458231.88718,2018-04-23.3843815,bq,1.45,99.990,99.990,99.990,99.990,99.990,g
2458232.88275,2018-04-24.3798528,bq,1.43,15.996,12.819,0.012,27.062,0.296,g
2458232.88396,2018-04-24.3810706,bq,1.47,16.006,12.804,0.011,27.448,0.295,g
2458232.88518,2018-04-24.3822817,bq,1.48,15.988,12.783,0.011,27.979,0.299,g
2458233.10011,2018-04-24.5971982,ba,2.02,15.661,12.553,0.013,36.517,0.459,V
2458233.10138,2018-04-24.5984716,ba,2.03,15.611,12.520,0.014,37.658,0.467,V
2458233.10266,2018-04-24.5997474,ba,2.04,15.524,12.506,0.015,38.155,0.508,V
2458234.89797,2018-04-26.3949053,be,1.58,99.990,99.990,99.990,99.990,99.990,V
2458234.89924,2018-04-26.3961780,be,1.59,99.990,99.990,99.990,99.990,99.990,V
2458235.07848,2018-04-26.5754052,ba,1.99,15.016,12.485,0.022,38.884,0.780,V
2458235.07976,2018-04-26.5766843,ba,1.99,14.892,12.571,0.027,35.921,0.876,V
2458235.08103,2018-04-26.5779486,ba,2.00,15.171,12.460,0.019,39.794,0.710,V
2458235.89938,2018-04-27.3962331,bq,1.90,99.990,99.990,99.990,99.990,99.990,g
2458235.90062,2018-04-27.3974763,bq,2.15,99.990,99.990,99.990,99.990,99.990,g
2458235.90184,2018-04-27.3986895,bq,2.11,99.990,99.990,99.990,99.990,99.990,g
2458236.71086,2018-04-28.2076482,be,1.44,15.161,12.545,0.021,36.801,0.683,V
2458236.71214,2018-04-28.2089259,be,1.40,15.196,12.578,0.021,35.693,0.663,V
2458236.71340,2018-04-28.2101891,be,1.40,15.359,12.576,0.018,35.773,0.572,V
2458236.89317,2018-04-28.3899420,be,1.40,14.172,12.572,0.051,35.883,1.670,V
2458236.89445,2018-04-28.3912223,be,1.42,13.217,12.495,0.114,38.541,3.994,V
2458236.89581,2018-04-28.3925804,be,1.43,99.990,99.990,99.990,99.990,99.990,V
2458238.71775,2018-04-30.2143660,be,1.44,15.067,12.553,0.023,36.550,0.743,V
2458238.71902,2018-04-30.2156363,be,1.38,15.221,12.575,0.020,35.785,0.651,V
2458238.72029,2018-04-30.2169111,be,1.39,15.107,12.582,0.022,35.592,0.722,V
2458245.84888,2018-05-07.3449545,be,1.47,15.438,12.557,0.016,36.391,0.545,V
2458252.83054,2018-05-14.3261262,bq,1.50,15.922,12.799,0.012,27.561,0.316,g
2458252.83176,2018-05-14.3273439,bq,1.48,15.900,12.797,0.013,27.629,0.324,g
2458252.83297,2018-05-14.3285591,bq,1.48,15.909,12.748,0.012,28.881,0.323,g
2458260.64476,2018-05-22.1398822,bh,1.47,15.555,12.584,0.014,35.508,0.473,V
2458260.64604,2018-05-22.1411608,bh,1.38,15.377,12.596,0.017,35.093,0.545,V
2458260.64731,2018-05-22.1424320,bh,1.40,15.534,12.605,0.015,34.816,0.478,V
2458260.81669,2018-05-22.3118002,bh,1.41,15.424,12.523,0.015,37.569,0.527,V
2458261.82584,2018-05-23.3209011,bq,1.52,15.826,12.816,0.014,27.149,0.344,g
2458261.82707,2018-05-23.3221326,bq,1.48,15.768,12.785,0.014,27.914,0.368,g
2458262.01687,2018-05-23.5119197,ba,2.04,15.641,12.544,0.014,36.835,0.464,V
2458262.01815,2018-05-23.5131923,ba,2.03,15.610,12.577,0.014,35.757,0.478,V
2458262.01943,2018-05-23.5144706,ba,2.05,15.618,12.525,0.014,37.491,0.466,V
2458264.83614,2018-05-26.3310357,bq,1.45,15.678,12.793,0.015,27.710,0.394,g
2458264.83735,2018-05-26.3322537,bq,1.40,15.591,12.835,0.017,26.670,0.425,g
2458282.79758,2018-06-13.2918503,bi,2.41,16.140,12.793,0.010,27.725,0.262,g
2458282.79879,2018-06-13.2930686,bi,2.42,16.064,12.771,0.011,28.296,0.279,g
2458282.92516,2018-06-13.4194253,ba,2.07,15.517,12.567,0.015,36.087,0.510,V
2458282.92642,2018-06-13.4206931,ba,2.07,15.652,12.564,0.014,36.148,0.465,V
2458282.92770,2018-06-13.4219688,ba,2.09,15.612,12.567,0.014,36.061,0.482,V
2458283.52002,2018-06-14.0142730,bm,2.01,16.106,12.840,0.011,26.544,0.268,g
2458283.52132,2018-06-14.0155771,bm,2.00,16.149,12.823,0.010,26.967,0.257,g
2458283.52260,2018-06-14.0168546,bm,1.96,16.149,12.845,0.010,26.433,0.257,g
2458283.93128,2018-06-14.4255266,ba,2.03,15.726,12.624,0.014,34.231,0.416,V
2458283.93255,2018-06-14.4268011,ba,2.14,15.597,12.600,0.015,34.968,0.486,V
2458284.96476,2018-06-15.4589892,ba,2.01,15.549,12.546,0.015,36.765,0.505,V
2458284.96603,2018-06-15.4602629,ba,2.01,15.631,12.552,0.014,36.542,0.468,V
2458284.96731,2018-06-15.4615420,ba,2.01,15.662,12.596,0.014,35.144,0.450,V
2458285.97453,2018-06-16.4687512,ba,1.99,15.589,12.558,0.014,36.380,0.478,V
2458285.97581,2018-06-16.4700293,ba,2.01,15.633,12.595,0.014,35.141,0.457,V
2458285.97710,2018-06-16.4713150,ba,2.01,15.651,12.556,0.014,36.438,0.457,V
2458286.90678,2018-06-17.4009780,ba,2.09,15.607,12.665,0.016,32.939,0.467,V
2458286.90805,2018-06-17.4022454,ba,2.05,15.498,12.670,0.017,32.804,0.511,V
2458286.90933,2018-06-17.4035299,ba,2.05,15.589,12.636,0.015,33.865,0.480,V
2458287.86419,2018-06-18.3583802,bq,1.50,16.028,12.834,0.012,26.705,0.288,g
2458287.86542,2018-06-18.3596049,bq,1.52,16.066,12.847,0.011,26.388,0.277,g
2458287.86664,2018-06-18.3608259,bq,1.46,16.048,12.843,0.011,26.482,0.283,g
2458289.56525,2018-06-20.0594193,bi,1.99,16.002,12.869,0.012,25.842,0.294,g
2458289.56647,2018-06-20.0606388,bi,2.01,16.082,12.842,0.011,26.502,0.275,g
2458289.56769,2018-06-20.0618561,bi,2.04,15.983,12.855,0.012,26.164,0.300,g
2458289.85450,2018-06-20.3486699,bq,1.41,16.052,12.830,0.011,26.811,0.283,g
2458289.85572,2018-06-20.3498865,bq,1.45,16.003,12.824,0.012,26.944,0.295,g
2458289.85693,2018-06-20.3511053,bq,1.51,16.056,12.841,0.011,26.516,0.280,g
2458290.74096,2018-06-21.2351252,bi,1.40,16.062,12.888,0.012,25.398,0.279,g
2458290.74219,2018-06-21.2363457,bi,1.39,15.970,12.884,0.013,25.510,0.303,g
2458290.74340,2018-06-21.2375642,bi,1.40,16.045,12.859,0.012,26.098,0.286,g
2458291.76932,2018-06-22.2634718,bi,1.42,16.143,12.813,0.010,27.208,0.263,g
2458291.77055,2018-06-22.2646989,bi,1.43,16.151,12.822,0.010,26.993,0.257,g
2458291.77176,2018-06-22.2659175,bi,1.38,16.183,12.853,0.010,26.247,0.251,g
2458292.82131,2018-06-23.3154613,bq,1.94,15.730,12.826,0.015,26.893,0.376,g
2458292.82254,2018-06-23.3166827,bq,1.61,15.732,12.827,0.015,26.854,0.378,g
2458292.82374,2018-06-23.3178940,bq,1.94,15.732,12.819,0.015,27.074,0.375,g
2458293.69913,2018-06-24.1932744,bi,2.01,15.497,12.783,0.018,27.975,0.466,g
2458293.70036,2018-06-24.1944976,bi,1.51,15.832,12.805,0.013,27.414,0.347,g
2458293.70157,2018-06-24.1957186,bi,2.00,15.685,12.775,0.016,28.193,0.402,g
2458294.92370,2018-06-25.4178456,ba,2.13,15.284,12.570,0.019,35.941,0.611,V
2458294.92499,2018-06-25.4191280,ba,2.08,15.202,12.559,0.020,36.330,0.674,V
2458294.92625,2018-06-25.4203969,ba,2.10,15.218,12.551,0.020,36.626,0.656,V
2458299.93751,2018-06-30.4316674,ba,2.37,15.188,12.516,0.020,37.805,0.681,V
2458299.93882,2018-06-30.4329752,ba,2.34,15.044,12.609,0.024,34.709,0.760,V
2458300.76659,2018-07-01.2607494,bi,1.99,15.660,12.838,0.016,26.609,0.400,g
2458300.76781,2018-07-01.2619646,bi,2.00,15.881,12.816,0.013,27.129,0.328,g
2458300.76902,2018-07-01.2631844,bi,2.02,15.865,12.809,0.013,27.329,0.335,g
2458301.75524,2018-07-02.2494079,bi,1.95,15.896,12.828,0.013,26.840,0.325,g
2458301.75645,2018-07-02.2506314,bi,1.95,15.902,12.855,0.013,26.191,0.324,g
2458301.75767,2018-07-02.2518487,bi,1.95,15.839,12.841,0.014,26.526,0.341,g
2458302.61842,2018-07-03.1126003,be,1.31,99.990,99.990,99.990,99.990,99.990,V
2458302.61969,2018-07-03.1138767,be,1.29,99.990,99.990,99.990,99.990,99.990,V
2458302.62097,2018-07-03.1151541,be,1.37,99.990,99.990,99.990,99.990,99.990,V
2458303.68392,2018-07-04.1781107,bi,1.58,14.197,12.940,0.070,24.207,1.543,g
2458303.68636,2018-07-04.1805508,bi,1.42,99.990,99.990,99.990,99.990,99.990,g
2458304.90768,2018-07-05.4018913,ba,2.03,15.607,12.542,0.014,36.929,0.469,V
2458304.90895,2018-07-05.4031688,ba,2.02,15.552,12.544,0.015,36.843,0.490,V
2458304.91024,2018-07-05.4044473,ba,2.04,15.533,12.564,0.015,36.141,0.496,V
2458306.64264,2018-07-07.1368791,be,1.50,15.674,12.577,0.016,35.729,0.517,V
2458306.64391,2018-07-07.1381545,be,1.47,15.652,12.563,0.013,36.205,0.437,V
2458306.64519,2018-07-07.1394290,be,1.51,15.676,12.513,0.012,37.884,0.423,V
2458306.82222,2018-07-07.3164642,be,1.40,15.637,12.592,0.014,35.236,0.446,V
2458306.82349,2018-07-07.3177334,be,1.44,15.560,12.573,0.015,35.885,0.476,V
2458306.82476,2018-07-07.3190097,be,1.44,15.616,12.579,0.014,35.660,0.458,V
2458308.90133,2018-07-09.3956172,ba,2.01,15.665,12.600,0.014,34.967,0.446,V
2458308.90260,2018-07-09.3968943,ba,2.02,15.610,12.504,0.014,38.226,0.477,V
2458308.90388,2018-07-09.3981706,ba,2.00,15.605,12.553,0.014,36.524,0.480,V
2458309.88372,2018-07-10.3780298,ba,2.05,15.647,12.582,0.014,35.583,0.458,V
2458309.88500,2018-07-10.3793084,ba,2.04,15.605,12.519,0.014,37.689,0.484,V
2458309.88627,2018-07-10.3805834,ba,2.04,15.649,12.584,0.014,35.504,0.457,V
2458310.88771,2018-07-11.3820510,ba,1.99,15.662,12.578,0.014,35.678,0.457,V
2458310.88898,2018-07-11.3833210,ba,1.98,15.616,12.503,0.013,38.239,0.473,V
2458310.89026,2018-07-11.3845993,ba,2.03,15.539,12.494,0.014,38.561,0.509,V
2458311.90103,2018-07-12.3953887,ba,2.05,15.612,12.551,0.014,36.582,0.474,V
2458311.90229,2018-07-12.3966605,ba,2.05,15.565,12.551,0.015,36.593,0.496,V
2458311.90357,2018-07-12.3979372,ba,2.07,15.607,12.597,0.015,35.069,0.478,V
2458312.89480,2018-07-13.3891934,ba,2.02,15.606,12.515,0.014,37.842,0.486,V
2458312.89610,2018-07-13.3904844,ba,2.01,15.608,12.552,0.014,36.578,0.469,V
2458313.89621,2018-07-14.3906331,ba,2.03,15.671,12.570,0.014,35.971,0.448,V
2458313.89750,2018-07-14.3919125,ba,2.03,15.531,12.531,0.015,37.292,0.502,V
2458313.89877,2018-07-14.3931881,ba,2.02,15.648,12.587,0.014,35.392,0.459,V
2458316.87110,2018-07-17.3656145,ba,2.20,15.488,12.538,0.015,37.048,0.528,V
2458316.87238,2018-07-17.3668983,ba,2.32,15.469,12.516,0.015,37.804,0.543,V
2458316.87366,2018-07-17.3681706,ba,2.43,15.461,12.568,0.016,36.029,0.522,V
2458318.83726,2018-07-19.3318439,bq,1.44,15.855,12.804,0.013,27.442,0.334,g
2458318.83848,2018-07-19.3330630,bq,1.41,15.893,12.802,0.013,27.488,0.325,g
2458318.83971,2018-07-19.3342902,bq,1.43,15.915,12.843,0.013,26.460,0.318,g
2458319.81241,2018-07-20.3070361,bq,1.46,15.939,12.826,0.012,26.895,0.312,g
2458319.81363,2018-07-20.3082525,bq,1.46,15.901,12.815,0.013,27.160,0.321,g
2458319.81485,2018-07-20.3094689,bq,1.46,15.926,12.801,0.012,27.517,0.314,g
2458320.78793,2018-07-21.2825844,bi,1.40,16.134,12.802,0.010,27.483,0.267,g
2458320.78914,2018-07-21.2838043,bi,1.38,16.212,12.758,0.009,28.619,0.249,g
2458320.79036,2018-07-21.2850229,bi,1.47,16.106,12.785,0.010,27.933,0.270,g
2458321.69117,2018-07-22.1858682,bi,2.17,99.990,99.990,99.990,99.990,99.990,g
2458321.69239,2018-07-22.1870818,bi,2.18,99.990,99.990,99.990,99.990,99.990,g
2458321.69360,2018-07-22.1883018,bi,2.24,99.990,99.990,99.990,99.990,99.990,g
2458322.50324,2018-07-22.9979740,bi,1.97,14.899,12.806,0.032,27.373,0.809,g
2458322.50445,2018-07-22.9991894,bi,1.52,15.228,12.757,0.022,28.658,0.595,g
2458328.83163,2018-07-29.3266696,ba,2.06,15.287,12.559,0.019,36.341,0.634,V
2458328.83291,2018-07-29.3279424,ba,2.07,15.337,12.554,0.018,36.510,0.589,V
2458328.83418,2018-07-29.3292177,ba,2.06,15.299,12.578,0.019,35.709,0.614,V
2458329.49016,2018-07-29.9852296,be,1.48,15.570,12.561,0.015,36.266,0.471,V
2458329.49143,2018-07-29.9864980,be,1.41,15.623,12.562,0.013,36.248,0.444,V
2458329.49270,2018-07-29.9877638,be,1.43,15.623,12.580,0.014,35.639,0.456,V
2458329.74484,2018-07-30.2399225,bi,2.03,15.688,12.837,0.016,26.622,0.390,g
2458329.74606,2018-07-30.2411431,bi,2.00,15.694,12.822,0.016,26.989,0.390,g
2458329.74728,2018-07-30.2423603,bi,2.03,15.663,12.829,0.016,26.833,0.400,g
2458330.57214,2018-07-31.0672646,bi,1.46,15.904,12.846,0.013,26.400,0.323,g
2458330.57335,2018-07-31.0684748,bi,1.41,15.784,12.840,0.015,26.547,0.360,g
2458330.57456,2018-07-31.0696932,bi,1.39,15.647,12.870,0.017,25.803,0.407,g
2458331.54550,2018-08-01.0406796,bi,1.39,16.114,12.844,0.011,26.440,0.266,g
2458331.54672,2018-08-01.0419026,bi,1.43,16.106,12.828,0.011,26.841,0.269,g
2458331.54794,2018-08-01.0431180,bi,1.49,16.122,12.839,0.011,26.573,0.266,g
2458331.72894,2018-08-01.2241241,bi,1.97,15.881,12.831,0.013,26.777,0.330,g
2458331.73014,2018-08-01.2253332,bi,1.99,15.868,12.834,0.013,26.709,0.333,g
2458332.56877,2018-08-02.0640082,be,1.51,15.786,12.642,0.013,33.662,0.391,V
2458332.57005,2018-08-02.0652833,be,1.42,15.609,12.643,0.015,33.632,0.455,V
2458332.57131,2018-08-02.0665491,be,1.48,15.603,12.633,0.015,33.926,0.457,V
2458332.74970,2018-08-02.2449487,be,1.50,15.519,12.610,0.016,34.671,0.495,V
2458332.75097,2018-08-02.2462217,be,1.44,15.509,12.605,0.015,34.840,0.495,V
2458332.75224,2018-08-02.2474950,be,1.93,15.555,12.616,0.016,34.470,0.479,V
2458333.55735,2018-08-03.0526425,be,1.45,15.399,12.563,0.017,36.217,0.552,V
2458333.55862,2018-08-03.0539144,be,1.55,15.304,12.576,0.019,35.769,0.604,V
2458333.55989,2018-08-03.0551858,be,1.54,15.306,12.569,0.018,36.012,0.595,V
2458335.81886,2018-08-05.3142891,ba,2.05,15.546,12.569,0.015,36.022,0.507,V
2458335.82013,2018-08-05.3155590,ba,2.05,15.601,12.543,0.014,36.871,0.491,V
2458335.82141,2018-08-05.3168408,ba,2.04,15.581,12.548,0.014,36.706,0.478,V
2458336.73468,2018-08-06.2301681,bq,1.50,15.908,12.784,0.012,27.967,0.323,g
2458336.73592,2018-08-06.2314055,bq,1.49,15.921,12.800,0.012,27.552,0.317,g
2458336.73713,2018-08-06.2326243,bq,1.45,15.939,12.780,0.012,28.047,0.312,g
